iter	RMSE
0	22145.92633
1	22033.02676
2	21922.25675
3	21813.54666
4	21705.80877
5	21600.00947
6	21493.03309
7	21389.34188
8	21286.21178
9	21185.13532
10	21084.0048
11	20984.80856
12	20887.30799
13	20785.80774
14	20684.21791
15	20588.5903
16	20494.24857
17	20403.66705
18	20311.9289
19	20214.9917
20	20124.58474
21	20036.9208
22	19948.59934
23	19857.32804
24	19773.04045
25	19681.93201
26	19598.63401
27	19516.30604
28	19428.07222
29	19345.82856
